id,choiceB,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,age,sex,student,df,cond
2c4deb3f987754f38a4bda15,0,choice_first,3,2,4,4,656,1,1,35,30,35,35,30,35,6,B,0,2,39,Female,No,BoxRight,Description
c5cd7cf24a45a7f283556b47,1,beliefs_first,1,2,4,4,771,1,0.75,5,5,90,90,5,5,7,B,0,2,42,Female,No,BoxRight,Description
58cf223b344a85a2765b539a,0,choice_first,4,3,3,3,512,1,1,49,1,50,50,1,49,5,B,1,2,52,Female,No,BoxRight,Description
f9f0991da8ddc64ce6bcc058,0,beliefs_first,1,4,3,3,663,2,1,0,0,100,33,34,33,7,B,1,2,47,Female,No,BoxRight,Description
5667ea1fcc60783c00029dc7,0,choice_first,4,4,2,5,861,1.7,1.5,2,18,80,2,8,90,5,A,0,2,28,Female,No,BoxRight,Description
e525c14e57aa3666275df149,1,beliefs_first,4,2,5,5,1196,1.75,2,10,20,70,20,40,40,7,B,0,2,52,Female,No,BoxRight,Description
4d954a4e12b13e6c1d3ccbb0,0,choice_first,4,4,3,3,1315,1,1,45,10,45,45,10,45,4,B,1,2,34,Female,DATA_EXPIRED,BoxRight,Description
8edbd83d635947ace7cc6879,1,beliefs_first,4,2,5,3,958,0.98,0.98,45.5,9,45.5,45.5,9,45.5,1,B,1,2,39,Female,No,BoxRight,Description
6e4b64720e78af1fb236cb79,1,choice_first,3,4,4,3,1497,1,1,40,10,50,40,10,50,4,A,0,2,58,Female,No,BoxRight,Description
ed57683bf40de6db518ee2ef,0,choice_first,3,3,4,2,710,1.25,0.75,5,35,60,60,35,5,6,B,0,2,70,Female,No,BoxRight,Description
bc88f04da0e5f9d0e2ed9626,0,beliefs_first,2,3,4,4,767,1,0.75,40,10,50,60,10,30,4,B,1,2,60,Female,No,BoxRight,Description
4c641e4294ee8284c62e3638,0,beliefs_first,2,2,3,3,534,2,1,0,25,75,75,25,0,4,A,1,2,51,Female,No,BoxRight,Description
37cd67dda2f16a79421ca6e0,0,choice_first,2,4,5,3,613,1,1,46,8,46,46,8,46,7,A,1,2,33,Female,Yes,BoxRight,Description
757ea364db3bedb8cd59ef7f,0,choice_first,2,3,4,5,475,1,1,49,2,49,49,2,49,4,A,0,2,21,Female,Yes,BoxRight,Description
1fd0bda7e67d4df76dfa4938,0,beliefs_first,3,4,4,1,887,1,1,45,10,45,45,10,45,7,B,0,2,51,Female,DATA_EXPIRED,BoxRight,Description
7bf935783ce9a81346565284,0,beliefs_first,3,4,5,4,1390,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,A,1,2,48,Female,No,BoxRight,Description
ef2c07ec694a030480cd0973,0,choice_first,2,2,5,4,457,1,1,45,5,50,45,5,50,5,A,0,2,36,Female,No,BoxRight,Description
9f23aece3b6f4d1b798b9a60,0,beliefs_first,2,1,4,4,1100,1,1,49,1,50,50,1,49,1,A,1,2,56,Female,No,BoxRight,Description
d7150f550e445098b318aa69,1,choice_first,3,2,5,5,1677,1.75,1.5,25,15,60,30,10,60,4,B,1,2,31,Female,Yes,BoxRight,Description
43eb0bc41ef1c710b7a0fb86,0,choice_first,3,1,5,5,781,1,1,49,2,49,66,2,32,7,B,1,2,41,Female,No,BoxRight,Description
71b52928b0c7b264bd61859e,0,choice_first,3,4,5,5,352,1,1,49,2,49,49,2,49,1,B,0,2,22,Female,Yes,BoxRight,Description
31bc674c07d6639725fa1f56,1,beliefs_first,1,2,5,3,1310,1,1,45.5,9,45.5,45.5,9,45.5,5,A,0,2,55,Female,No,BoxRight,Description
9f7324f71a90c5275abac3cb,0,beliefs_first,3,1,4,2,1233,17,15,40,20,40,45,20,35,5,A,0,2,37,Female,No,BoxRight,Description
569f2d98edee783960fcc8ff,1,beliefs_first,2,1,3,3,670,1.3,1.3,50,50,0,50,50,0,5,B,0,2,46,Female,DATA_EXPIRED,BoxRight,Description
9b4de76db53e69ed3d0a80c3,1,choice_first,3,3,4,3,707,1,1,45,10,45,45,10,45,2,A,0,2,40,Female,No,BoxRight,Description
b0417df2ef077d5a0d9ee620,1,choice_first,4,3,5,5,456,1,1,80,10,10,80,10,10,7,B,0,2,32,Female,No,BoxRight,Description
bd230aa1df347aa0f79d54e9,0,beliefs_first,2,3,4,4,1029,1,1,45,10,45,45,10,45,1,A,0,2,55,Female,No,BoxRight,Description
5d5f5f7cc57c2d3f46a16d75,1,beliefs_first,3,1,4,1,778,1,1.25,50,10,40,40,10,50,4,A,1,2,50,Female,No,BoxRight,Description
4e6fce9fb276958dc6c5a510,0,choice_first,4,3,4,4,805,1,0.9,40,20,40,35,20,45,3,B,1,2,29,Female,DATA_EXPIRED,BoxRight,Description
c9067a8845fd5b3f7e577b2e,0,beliefs_first,3,3,4,4,620,1,1,25,50,25,25,50,25,4,A,0,2,49,Female,DATA_EXPIRED,BoxRight,Description
3a03ac884b927cc1bc225efb,0,choice_first,4,2,4,4,463,2,1.5,20,60,20,40,40,20,7,B,0,2,40,Female,No,BoxRight,Description
60458103f760cafc6c3dbd7a,1,choice_first,4,2,5,5,1115,2,1.25,20,20,60,50,30,20,6,B,0,2,48,Female,No,BoxRight,Description
3dd4dde9946c6d455fa400b9,1,choice_first,2,2,4,4,1110,1,1,45,10,45,45,10,45,4,B,1,2,33,Female,No,BoxRight,Description
03cfad7ea419a4b3906bd394,1,beliefs_first,2,2,3,4,1501,0.2,0.2,25,25,50,25,25,50,2,B,1,2,31,Female,DATA_EXPIRED,BoxRight,Description
7636cbdcd5a4e20f46e94b9a,1,beliefs_first,5,3,4,4,731,1,1,45,10,45,37,18,45,5,B,1,2,28,Female,DATA_EXPIRED,BoxRight,Description
96cf8948f948779849f96408,0,choice_first,3,2,4,3,762,1,0.8,20,50,30,60,25,15,7,B,0,2,23,Female,No,BoxRight,Description
923d1944b2d9868e106a741a,1,choice_first,5,3,4,2,714,1,1,45,10,45,45,10,45,6,B,1,2,45,Female,No,BoxRight,Description
55a6c66c5dbc38135e577aa0,0,beliefs_first,4,2,4,4,713,0.75,0.75,40,2,58,58,2,40,5,B,0,2,55,Female,DATA_EXPIRED,BoxRight,Description
5da0beafa84610769e6d0014,1,beliefs_first,3,2,3,4,633,1,1,49,2,49,49,2,49,4,A,0,2,21,Female,No,BoxRight,Description
2d9114891a45729d1fe81d73,1,choice_first,4,2,5,3,650,0.75,1.25,45,10,45,45,10,45,7,B,0,2,30,Female,No,BoxRight,Description
799e22e11671f25eb1801fea,1,choice_first,2,3,2,1,494,1,1,45,5,50,50,5,45,3,A,0,2,27,Female,Yes,BoxRight,Description
a72efd006389cfd33c135a12,0,beliefs_first,3,1,5,4,497,1,1,20,40,40,20,40,40,4,A,0,2,44,Female,No,BoxRight,Description
78fee4b34d771ffcf9576575,0,choice_first,2,3,4,2,707,1,1,45,10,45,45,10,45,1,A,1,2,37,Female,DATA_EXPIRED,BoxRight,Description
e0575174196bc9f58b143c72,0,choice_first,4,4,5,5,1704,1,1,25,35,40,50,30,20,6,B,1,2,61,Female,No,BoxRight,Description
ebbce3f8a7a884800cffd070,0,beliefs_first,3,2,3,3,719,1,1,0,5,95,2,3,95,4,B,1,2,68,Female,No,BoxRight,Description
31868b7b0bd4c7a49ac55e47,0,choice_first,2,2,3,4,545,1,1,30,40,30,40,30,30,5,A,0,2,48,Female,No,BoxRight,Description
0f6cb6714a0dab3e14a4d9b8,1,beliefs_first,3,2,5,4,576,1.25,1.25,45,10,45,45,10,45,4,B,0,2,37,Female,No,BoxRight,Description
e6801d43f48572efda4117f9,1,choice_first,4,3,4,4,1520,1,1,49,2,49,50.9,2,47.1,7,A,0,2,24,Female,Yes,BoxRight,Description
c12512f010d0fb9360d4e9e6,1,beliefs_first,1,5,4,2,700,1,0.5,60,20,20,80,5,15,2,B,0,2,28,Female,No,BoxRight,Description
4fa6e560dc9182f813a712d3,1,choice_first,1,3,3,3,383,2,0.5,80,10,10,40,25,35,4,A,1,2,32,Female,DATA_EXPIRED,BoxRight,Description
48202ab90a4e5e61252e6963,0,choice_first,3,3,4,4,938,1,1,49,2,49,49,2,49,5,B,0,2,22,Female,No,BoxRight,Description
9113c7d3a2d0642a0630e182,1,choice_first,4,4,4,2,357,1,1,50,1,49,50,1,49,5,B,1,2,34,Female,No,BoxRight,Description
873e11039f40c6e9102e7732,1,choice_first,3,4,4,3,886,1,2,40,20,40,30,40,30,4,B,1,2,DATA_EXPIRED,Female,No,BoxRight,Description
4cef3136366f40f4d874a1ce,0,beliefs_first,3,1,2,4,776,1,1,25,50,25,25,50,25,7,A,1,2,42,Female,No,BoxRight,Description
8f5aa3ce1cb60029fb0ee09d,1,beliefs_first,4,3,4,4,839,0.2,0.2,45,10,45,45,10,45,7,A,1,2,28,Female,No,BoxRight,Description
33630043afa7c6470c63b1a4,1,beliefs_first,2,3,5,4,676,1.75,1.25,30,10,60,40,40,20,5,B,1,2,28,Female,No,BoxRight,Description
ff59ceb0c93cd45568c385f6,0,choice_first,4,3,4,4,2104,2,1.7,40,30,30,40,40,20,5,A,1,2,23,Female,DATA_EXPIRED,BoxRight,Description
be5fc1b5a5eba4cffdbcea18,1,choice_first,2,2,4,3,1992,1,1.2,50,2,48,50,2,48,5,A,1,2,34,Female,DATA_EXPIRED,BoxRight,Description
7037b381235103c05b7e7c29,0,beliefs_first,4,1,4,3,408,1,1,37,25,38,37,25,38,5,A,1,1,50,Female,No,BoxRight,Description
f762decaeb0402dbec73add0,0,beliefs_first,4,1,4,3,318,1,1,49,2,49,49,2,49,4,B,0,1,31,Male,No,BoxRight,Description
afceb6db432561363eb92bfb,1,beliefs_first,1,2,5,5,608,0.5,0.6,20,20,60,20,30,50,5,A,1,1,54,Female,No,BoxRight,Description
ed0e405d4c0d903625bf5f0a,0,beliefs_first,5,2,3,2,608,1.25,0.5,25,0,75,100,0,0,5,B,1,1,27,Female,No,BoxRight,Description
5e54c84228b7593af43067d0,0,beliefs_first,3,4,5,4,714,1,0.9,30,35,35,35,30,35,5,B,1,1,31,Male,No,BoxRight,Description
92aac8062d3bf076c58ff0ef,1,choice_first,4,3,4,4,643,1.25,1,20,40,40,40,40,20,6,B,1,1,33,Male,Yes,BoxRight,Description
a00dccfec8cdd666456b8321,0,beliefs_first,4,2,4,4,613,1,1,49,2,49,49,2,49,4,A,0,1,33,Female,No,BoxRight,Description
af47d68781751ad8ddf2847c,1,choice_first,2,3,4,4,340,0.9,1,50,10,40,50,10,40,5,B,1,1,31,Male,No,BoxRight,Description
0ff1d6718a190739f3c095fd,1,choice_first,2,4,4,4,822,1,1,45,10,45,45,10,45,6,B,1,1,51,Male,No,BoxRight,Description
46290455284cad4788a37d7b,1,beliefs_first,3,3,4,4,598,1,1,45,10,45,45,10,45,1,B,1,1,36,Male,No,BoxRight,Description
b33c72d1597d69c71e9fd485,0,choice_first,4,1,5,4,985,1,1,33,34,33,33,34,33,7,B,0,1,31,Male,No,BoxRight,Description
c0591633a9e9dd438e4d0e40,0,choice_first,4,3,4,4,644,1.08,1,0,0,100,80,10,10,6,A,1,1,28,Female,Yes,BoxRight,Description
d52fc3e88685bc36d54bba75,1,choice_first,4,2,1,3,1037,1,1,30,50,20,25,50,25,7,A,1,1,53,Female,Yes,BoxRight,Description
9556d536c24f5daaddfb8525,0,choice_first,4,3,4,4,1235,0.9,1,30,40,30,20,50,30,5,B,0,1,28,Male,DATA_EXPIRED,BoxRight,Description
d41d8049002d4f8872e9465d,0,beliefs_first,4,4,5,4,1248,1,0,51,1,48,45,5,50,7,B,1,1,38,Male,No,BoxRight,Description
b3c508cdc39259e56db0f66b,0,beliefs_first,2,1,5,5,1315,0.8,1,100,0,0,0,90,10,5,A,1,1,75,Male,No,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,choice_first,4,4,3,1,453,2,2,0,0,100,0,0,100,7,A,1,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,choice_first,4,4,3,1,453,2,2,0,0,100,0,0,100,7,A,1,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,choice_first,4,4,3,1,453,2,2,0,0,100,0,0,100,7,B,1,1,60,Male,Yes,BoxRight,Description
7ab4c373b45c8a2623a72593,0,beliefs_first,3,2,2,4,1396,0.94,1.35,52,8,40,55,15,30,5,A,1,1,35,Female,No,BoxRight,Description
cf3e72113b7d73aed399c9f5,0,choice_first,2,1,4,4,1403,0.2,0.2,45,10,45,45,10,45,4,B,1,1,25,Female,No,BoxRight,Description
e373b6bb918f31a2e4a45d27,0,choice_first,2,1,4,5,1602,1,1,47,6,47,52,6,42,7,A,1,1,39,Female,No,BoxRight,Description
23b6fd24ac1bca0d1f8b7063,1,beliefs_first,4,1,5,5,1501,1,1,20,35,45,15,35,50,4,B,0,1,33,Female,Yes,BoxRight,Description
ae53ad4de5928151b05383fd,0,beliefs_first,2,1,5,4,2048,1,0.8,35,25,40,33,33,34,7,B,1,1,22,Female,Yes,BoxRight,Description
df815375cac4acfa883ba8d0,0,beliefs_first,4,2,3,4,2449,0.95,0.8,49,2,49,51,1,48,6,B,0,1,37,Female,No,BoxRight,Description
e25d1706e92abb667901d237,0,choice_first,2,2,4,3,806,1,0.5,50,20,30,65,10,25,7,B,1,1,37,Female,No,BoxRight,Description
a8849b3f285449114efe119d,1,choice_first,3,4,4,3,878,0.75,1.5,20,15,65,25,10,65,6,B,1,1,28,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,5,5,2,1,979,2,2,0,0,100,0,0,100,4,A,1,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,5,5,2,1,979,2,2,0,0,100,0,0,100,4,A,1,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,5,5,2,1,979,2,2,0,0,100,0,0,100,4,B,1,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,4,5,4,2,203,2,2,0,0,100,0,0,100,7,A,0,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,4,5,4,2,203,2,2,0,0,100,0,0,100,7,A,0,1,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,4,5,4,2,203,2,2,0,0,100,0,0,100,7,B,0,1,60,Male,Yes,BoxRight,Description
7037b381235103c05b7e7c29,0,beliefs_first,4,1,4,3,408,1,1,37,25,38,37,25,38,5,B,0,2,50,Female,No,BoxRight,Description
f762decaeb0402dbec73add0,1,beliefs_first,4,1,4,3,318,1,1,49,2,49,49,2,49,6,B,1,2,31,Male,No,BoxRight,Description
afceb6db432561363eb92bfb,0,beliefs_first,1,2,5,5,608,1.5,1.75,0,50,50,0,30,70,2,A,0,2,54,Female,No,BoxRight,Description
ed0e405d4c0d903625bf5f0a,0,beliefs_first,5,2,3,2,608,2,0,25,0,75,100,0,0,6,B,0,2,27,Female,No,BoxRight,Description
5e54c84228b7593af43067d0,1,beliefs_first,3,4,5,4,714,1,1.05,35,27,38,35,29,36,3,A,0,2,31,Male,No,BoxRight,Description
92aac8062d3bf076c58ff0ef,1,choice_first,4,3,4,4,643,1,1,40,40,20,20,40,40,6,B,0,2,33,Male,Yes,BoxRight,Description
a00dccfec8cdd666456b8321,0,beliefs_first,4,2,4,4,613,1,1.15,49,2,49,49,2,49,4,B,1,2,33,Female,No,BoxRight,Description
af47d68781751ad8ddf2847c,0,choice_first,2,3,4,4,340,1,1,50,10,40,50,10,40,4,A,0,2,31,Male,No,BoxRight,Description
0ff1d6718a190739f3c095fd,1,choice_first,2,4,4,4,822,1,1,49,2,49,49,2,49,7,B,0,2,51,Male,No,BoxRight,Description
46290455284cad4788a37d7b,1,beliefs_first,3,3,4,4,598,1,1,45,10,45,40,20,40,1,B,0,2,36,Male,No,BoxRight,Description
b33c72d1597d69c71e9fd485,1,choice_first,4,1,5,4,985,1,0.08,33,34,33,36,32,32,7,A,1,2,31,Male,No,BoxRight,Description
c0591633a9e9dd438e4d0e40,0,choice_first,4,3,4,4,644,1,1,0,100,0,0,100,0,4,B,0,2,28,Female,Yes,BoxRight,Description
d52fc3e88685bc36d54bba75,1,choice_first,4,2,1,3,1037,1,1,25,50,25,30,50,20,5,A,0,2,53,Female,Yes,BoxRight,Description
9556d536c24f5daaddfb8525,0,choice_first,4,3,4,4,1235,1,0.6,20,30,50,40,30,30,6,B,1,2,28,Male,DATA_EXPIRED,BoxRight,Description
d41d8049002d4f8872e9465d,0,beliefs_first,4,4,5,4,1248,2,1,45,5,50,50,5,45,7,B,0,2,38,Male,No,BoxRight,Description
b3c508cdc39259e56db0f66b,0,beliefs_first,2,1,5,5,1315,0.9,1,80,0,20,10,30,60,4,A,0,2,75,Male,No,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,choice_first,4,4,3,1,453,2,2,0,0,100,0,0,100,7,B,0,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,choice_first,4,4,3,1,453,2,2,0,0,100,0,0,100,7,A,0,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,choice_first,4,4,3,1,453,2,2,0,0,100,0,0,100,7,A,0,2,60,Male,Yes,BoxRight,Description
7ab4c373b45c8a2623a72593,0,beliefs_first,3,2,2,4,1396,1,1,45,10,45,55,10,35,5,A,0,2,35,Female,No,BoxRight,Description
cf3e72113b7d73aed399c9f5,0,choice_first,2,1,4,4,1403,2,2,49,2,49,49,2,49,4,A,0,2,25,Female,No,BoxRight,Description
e373b6bb918f31a2e4a45d27,1,choice_first,2,1,4,5,1602,1,1,45,10,45,52,6,42,7,A,0,2,39,Female,No,BoxRight,Description
23b6fd24ac1bca0d1f8b7063,0,beliefs_first,4,1,5,5,1501,1,1,15,25,60,5,25,70,4,B,1,2,33,Female,Yes,BoxRight,Description
ae53ad4de5928151b05383fd,0,beliefs_first,2,1,5,4,2048,1,0.9,33,33,34,33,33,34,7,A,0,2,22,Female,Yes,BoxRight,Description
df815375cac4acfa883ba8d0,0,beliefs_first,4,2,3,4,2449,0.95,1.1,45,10,45,60,5,35,7,A,1,2,37,Female,No,BoxRight,Description
e25d1706e92abb667901d237,0,choice_first,2,2,4,3,806,1.25,0.75,50,1,49,60,1,39,7,B,0,2,37,Female,No,BoxRight,Description
a8849b3f285449114efe119d,1,choice_first,3,4,4,3,878,0.6,1,68,2,30,36,10,54,6,B,0,2,28,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,5,5,2,1,979,2,2,0,0,100,0,0,100,4,B,0,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,5,5,2,1,979,2,2,0,0,100,0,0,100,4,A,0,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,5,5,2,1,979,2,2,0,0,100,0,0,100,4,A,0,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,4,5,4,2,203,2,2,0,0,100,0,0,100,7,B,1,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,4,5,4,2,203,2,2,0,0,100,0,0,100,7,A,1,2,60,Male,Yes,BoxRight,Description
f11f54084b0ccb5363ba25f7,1,beliefs_first,4,5,4,2,203,2,2,0,0,100,0,0,100,7,A,1,2,60,Male,Yes,BoxRight,Description
9c2a276668310d20bbee356f,1,beliefs_first,2,4,3,5,392,1.05,0.4,40,10,50,35,25,40,7,A,0,1,22,Female,No,PR Sampling,Sampling
02e718572c3227791c87f4d0,1,choice_first,4,4,2,3,436,1,1,25,50,25,20,50,30,6,B,1,1,21,Male,Yes,PR Sampling,Sampling
53fd30b921af44b44278d9df,1,beliefs_first,2,1,5,5,548,1,2,60,20,20,40,20,40,6,B,1,1,49,Female,DATA_EXPIRED,PR Sampling,Sampling
417f5ea4a534c090c79dc96a,1,choice_first,2,3,5,5,493,1.5,1.6,20,5,75,15,5,80,7,B,0,1,30,Male,No,PR Sampling,Sampling
2f4f77cf3516dd65fe654bbf,1,choice_first,3,3,5,5,526,0.8,1,60,5,35,40,10,50,5,A,1,1,24,Male,Yes,PR Sampling,Sampling
aa557b3c9888532c2f643d56,1,beliefs_first,4,3,4,5,704,1.08,0.96,45,0,55,50,5,45,5,B,0,1,23,Female,Yes,PR Sampling,Sampling
bf46d0ff0554a93d77355184,1,choice_first,5,4,5,5,664,1.4,1.44,14,4,82,10,0,90,7,B,0,1,37,Male,DATA_EXPIRED,PR Sampling,Sampling
7d86f34d5ad77bd1d988d9be,0,beliefs_first,2,2,4,4,573,1.2,0.8,20,40,40,50,25,25,5,A,1,1,44,Female,DATA_EXPIRED,PR Sampling,Sampling
dd467f569e1f80ae3adb312a,0,choice_first,2,5,5,5,752,1,1,49,2,49,49.5,2,48.5,7,B,0,1,22,Male,No,PR Sampling,Sampling
68d15344adea8e48c2040682,1,choice_first,4,3,4,5,367,0.4,0.7,50,20,30,30,30,40,6,A,1,1,24,Male,No,PR Sampling,Sampling
30f1711ac13ac4e5743b0577,1,beliefs_first,4,3,5,5,405,1,0.8,50,5,45,25,5,70,7,A,1,1,31,Male,No,PR Sampling,Sampling
7891214883027c095df0653d,1,choice_first,2,3,4,4,960,0.4,1,95,0,5,45,10,45,6,A,0,1,38,Female,No,PR Sampling,Sampling
1e4a520e5ec587d4c684a224,1,beliefs_first,3,5,5,5,473,1.31,1.35,40,0,60,40,0,60,7,A,0,1,33,Male,No,PR Sampling,Sampling
a9594a68454489c6cc5d4101,0,beliefs_first,5,3,3,3,804,1,1.04,50,5,45,50,5,45,7,B,0,1,24,Male,Yes,PR Sampling,Sampling
40bfd136fddafca5c8afe754,0,choice_first,3,2,4,4,581,1,2,50,5,45,50,5,45,5,A,0,1,26,Female,No,PR Sampling,Sampling
c7bf58e3cc70fbbe590fb0d7,1,choice_first,4,4,3,3,512,0.99,0.96,49,1,50,50,0,50,6,B,0,1,38,Male,No,PR Sampling,Sampling
d7d16f6ce1fe6bacf15895a6,1,choice_first,4,4,5,5,735,0.8,1.2,20,20,60,10,20,70,4,B,1,1,32,Male,No,PR Sampling,Sampling
f4d67cad5f3dd188a0f120b7,1,beliefs_first,2,1,5,5,843,1,1,25,25,50,25,25,50,4,A,0,1,30,Female,No,PR Sampling,Sampling
be1b358373180d4b4675b755,1,choice_first,2,2,1,4,593,2,1,70,10,20,40,10,50,7,A,1,1,34,Male,DATA_EXPIRED,PR Sampling,Sampling
8121351ab14ec9995451997a,1,beliefs_first,2,3,2,2,704,0.76,0.8,50,20,30,55,15,30,7,A,0,1,43,Male,No,PR Sampling,Sampling
4b6e548f909dd13af8124e9d,1,choice_first,2,2,3,2,1173,1,1.2,25,50,25,25,25,50,6,B,1,1,31,Male,No,PR Sampling,Sampling
360eaf80632988f4fe655ba8,1,beliefs_first,4,1,5,5,530,1,0.4,70,10,20,20,30,50,6,B,1,1,28,Female,No,PR Sampling,Sampling
5c5ba186a41579ad56bd8c86,1,beliefs_first,4,2,2,2,711,1.7,1.56,10,1,89,5,2,93,6,A,0,1,28,Male,No,PR Sampling,Sampling
4da429c79ac821b051c85366,1,choice_first,3,4,5,4,1056,1.45,1.6,48,5,47,20,5,75,6,B,1,1,25,Male,Yes,PR Sampling,Sampling
54cd68e20155f588ee9c38e7,1,beliefs_first,3,3,4,5,944,1,1,55,5,40,40,5,55,5,B,0,1,39,Female,Yes,PR Sampling,Sampling
d3d2f8a55f8ef6eeed91aabf,1,choice_first,4,4,3,4,989,0.9,1,35,35,30,25,40,35,6,B,0,1,28,Male,Yes,PR Sampling,Sampling
19e3014d6d70e1cd9d9e3364,0,choice_first,2,2,4,4,633,1.1,1.2,50,5,45,60,10,30,6,B,0,1,44,Male,No,PR Sampling,Sampling
07049c7a9d831703e9c6dcb6,1,choice_first,3,5,4,3,866,0.8,1,55,9,36,45,10,45,6,B,1,1,54,Male,No,PR Sampling,Sampling
40117b5fc9e97c2ed700132e,1,choice_first,2,2,2,3,860,0.9,1.1,0,0,100,0,9,91,6,B,1,1,60,Male,No,PR Sampling,Sampling
3084e969fc497e53f93d1cd6,1,beliefs_first,2,4,4,4,873,0.6,0.54,60,5,35,58,5,37,2,B,0,1,39,Female,Yes,PR Sampling,Sampling
327dbf14fc3f276de8ce5503,1,beliefs_first,2,3,3,4,655,1.75,2,70,5,25,40,10,50,6,A,1,1,37,Female,No,PR Sampling,Sampling
46a83e0d4154c95f0b829398,1,beliefs_first,4,3,4,4,781,1.08,1.04,20,50,30,15,50,35,7,B,0,1,DATA_EXPIRED,Male,No,PR Sampling,Sampling
65fd32f6166e5bcab55bcbc5,1,choice_first,4,4,4,4,732,0.7,0.7,80,2,18,80,2,18,5,A,1,1,37,Male,No,PR Sampling,Sampling
19804964d6463747354fd078,1,choice_first,4,4,4,4,534,0.8,1,50,5,45,45,5,50,7,B,1,1,34,Male,No,PR Sampling,Sampling
de5ff063a1d9e7e42a551692,0,choice_first,5,3,5,5,802,1.1,1,49,1,50,49,2,49,6,A,0,1,35,Male,No,PR Sampling,Sampling
b1baac21b6e4b76d8b6c3f07,1,choice_first,3,2,4,4,892,0.7,0.74,49.5,1,49.5,49.5,1,49.5,5,B,0,1,23,Male,Yes,PR Sampling,Sampling
2640cc974705e31d77594f73,0,beliefs_first,2,2,3,3,699,2,2,70,10,20,10,20,70,4,B,1,1,33,Female,No,PR Sampling,Sampling
21c91e3530e9f2a863a00e58,1,beliefs_first,4,2,3,2,553,1.2,0.8,60,10,30,30,10,60,7,A,0,1,33,Male,No,PR Sampling,Sampling
2f37862f9f58aaf5d3bfca3f,0,choice_first,3,4,5,4,679,1.1,1.1,44,2,54,46,2,52,7,B,0,1,25,Male,Yes,PR Sampling,Sampling
af7a4f35c3e8ef2d5f947aec,1,beliefs_first,3,1,5,2,1418,0.8,0.9,46,0,54,40,0,60,7,B,0,1,41,Female,No,PR Sampling,Sampling
4bcbda08c2622ab4b63f5640,1,beliefs_first,3,2,3,4,388,0.7,0.9,60,30,10,40,55,5,6,A,1,1,31,Male,No,PR Sampling,Sampling
83d1204c8019a3d877c34898,1,beliefs_first,3,2,4,3,1045,1.32,1.36,30,10,60,30,10,60,6,B,0,1,32,Female,Yes,PR Sampling,Sampling
a793c1bf9eff725f199a215a,1,beliefs_first,3,3,5,5,684,1.3,1.6,65,20,15,35,20,45,7,B,1,1,30,Male,No,PR Sampling,Sampling
35d4ac9a5b269d9413dfebdf,1,choice_first,4,2,4,4,831,0.8,0.9,99,0,1,80,1,19,7,B,0,1,45,Male,No,PR Sampling,Sampling
1a7a3d59b080c4a4d1e3dec5,1,choice_first,3,3,5,5,706,2,1,40,20,40,50,5,45,6,B,1,1,28,Female,No,PR Sampling,Sampling
d66ccc4cb67629b6fe73714e,1,choice_first,3,2,4,4,681,0.8,1.2,70,5,25,60,10,30,4,B,1,1,29,Female,No,PR Sampling,Sampling
5799e245e04fa72f5778f205,1,choice_first,5,4,5,4,776,0.4,1.2,60,0,40,30,5,65,6,A,1,1,22,Male,Yes,PR Sampling,Sampling
634b2c3e7b5915d4e76fb5f2,1,beliefs_first,3,2,4,3,1188,1.1,1.5,20,20,60,5,30,65,6,A,1,1,43,Male,No,PR Sampling,Sampling
46d17f825b121939c9103faf,1,beliefs_first,3,4,3,4,1916,2,1,35,35,30,30,30,40,4,B,1,1,53,Male,No,PR Sampling,Sampling
e6cd92629396e191576b4efa,1,beliefs_first,3,1,5,4,651,1.46,1.5,15,38,47,15,38,47,6,B,0,1,23,Male,No,PR Sampling,Sampling
