duration,id,riskTaking,statKnow,regretExAnte,regretExPost,cond_presentation,cond_beliefs_choice_order,whichFirst,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,choiceB,round,short,age,sex,student,df
1209,7ed32b7a11f15e94541e0f0e,3,1,4,1,description_noiseless,choice_first,A,.4,.4,49,2,49,49,2,49,6,1,1,0,43,Female,No,prereg
1735,7f6540917c9b0d686afc991d,4,4,5,5,description_noiseless,choice_first,A,1.1,1.1,45.45,9.1,45.45,36.36,9.09,54.55,5,1,2,1,26,Male,No,prereg
1735,7f6540917c9b0d686afc991d,4,4,5,5,description_noiseless,choice_first,A,1,1,98.04000000000001,1.96,0,3.92,0,96.08,5,1,1,0,26,Male,No,prereg
1013,7f772b65bca4f217d1d75a2b,4,3,4,5,description_noiseless,beliefs_first,A,1,1,0,100,0,0,100,0,4,0,2,0,74,Male,No,prereg
1013,7f772b65bca4f217d1d75a2b,4,3,4,5,description_noiseless,beliefs_first,A,1,1,0,100,0,0,100,0,4,0,1,1,74,Male,No,prereg
1294,7f9ad6ae3860a564de6669c3,5,3,5,2,description_noiseless,beliefs_first,B,.97,1,97,3,0,0,97,3,7,0,1,1,41,Female,No,prereg
1294,7f9ad6ae3860a564de6669c3,5,3,5,2,description_noiseless,beliefs_first,A,.97,1,97,3,0,0,3,97,7,1,2,0,41,Female,No,prereg
634,7fe7be5e6dcbdb56e3355920,4,3,4,4,sampling_noiseless,beliefs_first,B,1,1,5,25,70,10,40,50,5,0,1,1,42,Female,Yes,prereg
634,7fe7be5e6dcbdb56e3355920,4,3,4,4,sampling_noiseless,beliefs_first,A,0,0,40,20,40,45,15,40,6,1,2,0,42,Female,Yes,prereg
839,8016614d5a1f6488cdead560,4,3,4,4,sampling_noiseless,beliefs_first,B,1.5,1.5,49,1,50,49,1,50,5,1,2,1,0,Female,No,prereg
839,8016614d5a1f6488cdead560,4,3,4,4,sampling_noiseless,beliefs_first,A,1.04,1.01,49,.5,50.5,55,.5,44.5,6,0,1,0,0,Female,No,prereg
704,8121351ab14ec9995451997a,2,3,2,2,sampling_noiseless,beliefs_first,A,.76,.8,50,20,30,55,15,30,7,1,1,0,43,Male,No,prereg
704,8121351ab14ec9995451997a,2,3,2,2,sampling_noiseless,beliefs_first,B,.8,1,30,10,60,20,15,65,5,1,2,1,43,Male,No,prereg
575,813416620beabac2e4c41733,3,2,5,5,sampling_noiseless,beliefs_first,B,1.6,1.8,30,20,50,20,10,70,7,1,2,1,34,Female,DATA_EXPIRED,prereg
575,813416620beabac2e4c41733,3,2,5,5,sampling_noiseless,beliefs_first,A,1,1.04,40,2,58,38,2,60,6,1,1,0,34,Female,DATA_EXPIRED,prereg
545,8134f7fe40ae4d3d93543053,1,4,3,3,sampling_noiseless,beliefs_first,A,1.4,1.6,60,5,35,35,5,60,6,1,2,1,33,Female,No,prereg
545,8134f7fe40ae4d3d93543053,1,4,3,3,sampling_noiseless,beliefs_first,B,1.44,1.4,70,5,25,25,5,70,6,1,1,0,33,Female,No,prereg
938,82497caf10e29de4fbe94f7a,4,2,5,3,description_noiseless,beliefs_first,A,1.4,1,45,5,50,50,5,45,7,0,2,0,56,Male,No,prereg
938,82497caf10e29de4fbe94f7a,4,2,5,3,description_noiseless,beliefs_first,A,1,.8,40,10,50,50,10,40,7,0,1,1,56,Male,No,prereg
1560,824ceb8da1d9b3ceb4fbc5f4,3,3,4,2,sampling_noiseless,beliefs_first,A,1,2,45,10,45,45,5,50,6,1,2,1,35,Female,No,prereg
1560,824ceb8da1d9b3ceb4fbc5f4,3,3,4,2,sampling_noiseless,beliefs_first,A,1,2,70,10,20,65,10,25,6,1,1,0,35,Female,No,prereg
637,829c9d4fae2b449202754b47,3,3,4,2,sampling_noiseless,choice_first,A,1.2,1,50,0,50,50,0,50,7,1,2,0,45,Male,No,prereg
637,829c9d4fae2b449202754b47,3,3,4,2,sampling_noiseless,choice_first,A,.8,1,80,10,10,20,5,75,6,1,1,1,45,Male,No,prereg
983,829d7193ad56cc84552f7bf2,3,3,5,2,description_noiseless,beliefs_first,B,.75,1.25,54.5,9.1,36.4,36.4,9.1,54.5,7,1,2,1,23,Male,No,prereg
983,829d7193ad56cc84552f7bf2,3,3,5,2,description_noiseless,beliefs_first,B,1,.98,48,2,50,50,2,48,7,0,1,0,23,Male,No,prereg
576,833737082244ca5af0efa267,5,3,4,2,sampling_noiseless,choice_first,A,1.4,1.2,30,5,65,25,5,70,7,1,2,1,43,Male,DATA_EXPIRED,prereg
576,833737082244ca5af0efa267,5,3,4,2,sampling_noiseless,choice_first,A,.8,.84,80,5,15,85,3,12,7,1,1,0,43,Male,DATA_EXPIRED,prereg
1881,837f8f0e34798defe4b89bde,3,1,4,4,description_noiseless,beliefs_first,B,1,1,25,50,25,25,50,25,4,0,1,0,48,Male,Yes,prereg
1881,837f8f0e34798defe4b89bde,3,1,4,4,description_noiseless,beliefs_first,B,1,1,25,50,25,25,50,25,4,1,2,1,48,Male,Yes,prereg
485,83859894cb555eee03a9f9d5,2,2,4,4,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,4,1,2,0,30,Female,No,prereg
485,83859894cb555eee03a9f9d5,2,2,4,4,description_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,4,1,1,1,30,Female,No,prereg
568,83c97ada3bf7dee1c20fc6ce,5,2,2,1,description_noiseless,choice_first,B,1,1,50,1,49,50,1,49,5,1,1,0,23,Male,No,prereg
568,83c97ada3bf7dee1c20fc6ce,5,2,2,1,description_noiseless,choice_first,B,1,1,49,5,46,49,5,46,6,1,2,1,23,Male,No,prereg
1045,83d1204c8019a3d877c34898,3,2,4,3,sampling_noiseless,beliefs_first,B,1.32,1.36,30,10,60,30,10,60,6,1,1,0,32,Female,Yes,prereg
1045,83d1204c8019a3d877c34898,3,2,4,3,sampling_noiseless,beliefs_first,A,1.1,1.3,50,10,40,50,5,45,6,1,2,1,32,Female,Yes,prereg
686,8414833d84bd197117971f21,3,3,4,3,sampling_noiseless,beliefs_first,A,.8,1,70,10,20,60,10,30,6,1,1,1,37,Female,No,prereg
686,8414833d84bd197117971f21,3,3,4,3,sampling_noiseless,beliefs_first,A,.9,1.1,60,2,38,40,5,55,7,1,2,0,37,Female,No,prereg
448,846e224586d7f4ec77f356c3,2,1,4,4,sampling_noiseless,choice_first,B,2,1.8,0,0,100,0,0,100,7,0,2,1,32,Female,DATA_EXPIRED,prereg
448,846e224586d7f4ec77f356c3,2,1,4,4,sampling_noiseless,choice_first,B,1.6,2,90,5,5,5,5,90,7,1,1,0,32,Female,DATA_EXPIRED,prereg
812,847995815f241183194fad47,4,3,4,3,sampling_noiseless,choice_first,A,1,1.04,33,2,65,29,1,70,7,1,1,0,35,Female,DATA_EXPIRED,prereg
812,847995815f241183194fad47,4,3,4,3,sampling_noiseless,choice_first,B,0,2,90,0,10,10,0,90,7,1,2,1,35,Female,DATA_EXPIRED,prereg
994,84f756e7c1d32031cd782297,4,2,5,2,sampling_noiseless,beliefs_first,A,.8,1,49,2,49,44,2,54,6,1,2,1,53,Female,No,prereg
994,84f756e7c1d32031cd782297,4,2,5,2,sampling_noiseless,beliefs_first,B,.9,.9399999999999999,51,1,48,52,1,47,6,1,1,0,53,Female,No,prereg
1365,8543a62d36ddc3d02750c9de,4,2,5,4,description_noiseless,choice_first,A,1,.75,33.3,33.4,33.3,40,30,30,6,0,1,1,37,Female,DATA_EXPIRED,prereg
1365,8543a62d36ddc3d02750c9de,4,2,5,4,description_noiseless,choice_first,A,1,.75,33,34,33,40,30,30,6,0,2,0,37,Female,DATA_EXPIRED,prereg
440,8600a82e8e4b00da994415fd,3,4,2,2,description_noiseless,beliefs_first,B,1.2,.8,5,60,35,80,10,10,6,0,2,1,36,Female,No,prereg
440,8600a82e8e4b00da994415fd,3,4,2,2,description_noiseless,beliefs_first,B,1,.8,10,80,10,80,10,10,6,0,1,0,36,Female,No,prereg
544,8606a7e4601cd0c67521f8ff,4,2,5,5,description_noiseless,beliefs_first,A,1,.5,33,34,33,50,10,40,4,0,1,0,56,Female,DATA_EXPIRED,prereg
544,8606a7e4601cd0c67521f8ff,4,2,5,5,description_noiseless,beliefs_first,A,1.25,.75,25,10,65,65,10,25,4,1,2,1,56,Female,DATA_EXPIRED,prereg
2485,86299177477983a9edbb1a67,2,1,4,3,description_noiseless,beliefs_first,A,1.2,1,48,4,48,49,2,49,4,0,1,1,58,Female,No,prereg
2485,86299177477983a9edbb1a67,2,1,4,3,description_noiseless,beliefs_first,B,1,1,48,4,48,49,2,49,4,1,2,0,58,Female,No,prereg
857,8659c416b2c84127341b7bed,3,4,4,3,sampling_noiseless,choice_first,A,1.05,1.1,40,10,50,35,10,55,7,1,2,0,41,Male,No,prereg
857,8659c416b2c84127341b7bed,3,4,4,3,sampling_noiseless,choice_first,B,1.1,1.3,60,10,30,40,20,40,7,1,1,1,41,Male,No,prereg
1285,86c25b5b69cd678246c6b724,4,3,3,5,sampling_noiseless,choice_first,A,1,2,65,5,30,35,10,55,7,1,1,1,36,Female,No,prereg
1285,86c25b5b69cd678246c6b724,4,3,3,5,sampling_noiseless,choice_first,B,1,2,35,2,63,51,2,47,6,1,2,0,36,Female,No,prereg
1004,86d790e3ce957b96c492cfb1,3,3,3,2,description_noiseless,choice_first,A,.75,.8,75,15,10,80,5,15,7,1,2,1,65,Female,No,prereg
1004,86d790e3ce957b96c492cfb1,3,3,3,2,description_noiseless,choice_first,B,1,120,60,25,15,60,22,18,6,1,1,0,65,Female,No,prereg
886,873e11039f40c6e9102e7732,3,4,4,3,description_noiseless,choice_first,B,1,2,40,20,40,30,40,30,4,1,2,1,DATA_EXPIRED,Female,No,prereg
886,873e11039f40c6e9102e7732,3,4,4,3,description_noiseless,choice_first,A,1,2,45,10,45,35,10,55,5,0,1,0,DATA_EXPIRED,Female,No,prereg
1869,8750cf6b5fb093a10491d06f,3,3,4,3,sampling_noiseless,choice_first,B,1.2,1.8,50,25,25,25,25,50,5,1,1,1,DATA_EXPIRED,Male,No,prereg
1869,8750cf6b5fb093a10491d06f,3,3,4,3,sampling_noiseless,choice_first,B,1.44,1.4,20,0,80,20,0,80,6,1,2,0,DATA_EXPIRED,Male,No,prereg
709,87d963aa46d9cd6a955a42ab,4,3,4,4,sampling_noiseless,choice_first,B,.7,.92,90,5,5,65,5,30,6,1,1,1,27,Female,No,prereg
709,87d963aa46d9cd6a955a42ab,4,3,4,4,sampling_noiseless,choice_first,A,.98,1.02,40,5,55,35,5,60,4,1,2,0,27,Female,No,prereg
541,88b11851306c075affcb5556,3,4,3,4,description_noiseless,choice_first,A,1,1,48,2,50,50,2,48,1,0,1,0,45,Male,DATA_EXPIRED,prereg
541,88b11851306c075affcb5556,3,4,3,4,description_noiseless,choice_first,A,1,1,40,10,50,50,10,40,1,0,2,1,45,Male,DATA_EXPIRED,prereg
712,88c98bb93a5f68ffd8b54a5e,4,3,4,4,sampling_noiseless,choice_first,A,1,1,20,40,40,25,45,30,7,1,2,1,32,Female,DATA_EXPIRED,prereg
712,88c98bb93a5f68ffd8b54a5e,4,3,4,4,sampling_noiseless,choice_first,A,1,1,25,40,35,25,40,35,7,1,1,0,32,Female,DATA_EXPIRED,prereg
591,89a4c3deb9d3f8cc7a666f91,4,3,4,4,sampling_noiseless,beliefs_first,B,.8,1.2,38,2,60,38,2,60,5,1,2,0,24,Male,No,prereg
591,89a4c3deb9d3f8cc7a666f91,4,3,4,4,sampling_noiseless,beliefs_first,A,.8,1.2,50,0,50,50,0,50,5,1,1,1,24,Male,No,prereg
627,8a3cb60b3e7c9966fa269ae9,2,2,4,4,description_noiseless,beliefs_first,A,.98,1,33,34,33,33,34,33,7,1,2,0,38,Female,No,prereg
627,8a3cb60b3e7c9966fa269ae9,2,2,4,4,description_noiseless,beliefs_first,B,.98,1,33,34,33,33,34,33,6,1,1,1,38,Female,No,prereg
1519,8b44d109d7f8215427480cde,2,3,4,3,description_noiseless,beliefs_first,A,2,0,60,2,38,60,2,38,5,0,1,0,38,Female,DATA_EXPIRED,prereg
1519,8b44d109d7f8215427480cde,2,3,4,3,description_noiseless,beliefs_first,B,2,0,54,2,44,50,2,48,7,0,2,1,38,Female,DATA_EXPIRED,prereg
1468,8b7043ace84ab49e6b5a1e05,3,2,4,3,sampling_noiseless,beliefs_first,A,1,1,47,2,51,44,1,55,5,1,2,1,65,Male,No,prereg
1468,8b7043ace84ab49e6b5a1e05,3,2,4,3,sampling_noiseless,beliefs_first,A,1,1,48,1,51,52,1,47,6,1,1,0,65,Male,No,prereg
805,8bca4883ecc90150bf23004d,2,3,5,5,sampling_noiseless,beliefs_first,A,1,2,45,2,53,46,4,50,6,1,2,1,57,Female,No,prereg
805,8bca4883ecc90150bf23004d,2,3,5,5,sampling_noiseless,beliefs_first,A,1,2,88,2,10,78,4,18,6,1,1,0,57,Female,No,prereg
681,8bfb5272bc32bda3e2a5d998,3,3,4,2,sampling_noiseless,choice_first,A,.9,1.1,65,5,30,65,5,30,6,1,2,0,59,Female,No,prereg
681,8bfb5272bc32bda3e2a5d998,3,3,4,2,sampling_noiseless,choice_first,B,.8,1,55,9,36,27,9,64,6,1,1,1,59,Female,No,prereg
721,8c7d8805051ce8d75de0f3fa,4,3,5,4,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,1,0,2,0,45,Male,No,prereg
721,8c7d8805051ce8d75de0f3fa,4,3,5,4,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,6,0,1,1,45,Male,No,prereg
546,8c9996e61c502de10ae0ca65,3,2,4,3,sampling_noiseless,choice_first,B,1,1.2,40,40,20,10,30,60,6,1,2,1,22,Female,Yes,prereg
546,8c9996e61c502de10ae0ca65,3,2,4,3,sampling_noiseless,choice_first,B,1,1.2,0,60,40,20,30,50,6,1,1,0,22,Female,Yes,prereg
906,8cca28ed4e5fa7d66b466994,3,1,4,5,description_noiseless,choice_first,B,.75,1,55,2,43,46,2,52,6,0,1,1,49,Male,No,prereg
906,8cca28ed4e5fa7d66b466994,3,1,4,5,description_noiseless,choice_first,A,1,1.25,44,1,55,56,1,43,5,1,2,0,49,Male,No,prereg
1591,8d3f011d4b867214122e1778,3,5,4,1,description_noiseless,choice_first,A,1,1,20,30,50,50,30,20,5,0,2,0,32,Male,DATA_EXPIRED,prereg
1591,8d3f011d4b867214122e1778,3,5,4,1,description_noiseless,choice_first,A,1,1,30,20,50,30,30,40,6,0,1,1,32,Male,DATA_EXPIRED,prereg
461,8d5f181fd4692f0154da5ce9,2,3,4,4,sampling_noiseless,choice_first,A,.6,.8,45,9,46,36,9,55,3,1,1,1,27,Female,Yes,prereg
461,8d5f181fd4692f0154da5ce9,2,3,4,4,sampling_noiseless,choice_first,A,.92,.9,55,0,45,53,0,47,4,1,2,0,27,Female,Yes,prereg
973,8d7cac4e3962aef09612acdb,4,1,4,4,sampling_noiseless,beliefs_first,B,.84,.8,54,.5,45.5,56,.5,43.5,7,1,1,0,31,Male,No,prereg
973,8d7cac4e3962aef09612acdb,4,1,4,4,sampling_noiseless,beliefs_first,B,1.3,1,35,.5,64.5,49.5,.5,50,7,0,2,1,31,Male,No,prereg
1222,8e4db376344136cce3e1923f,2,2,5,4,sampling_noiseless,beliefs_first,A,1,2,10,20,70,10,10,80,5,1,1,0,48,Female,No,prereg
1222,8e4db376344136cce3e1923f,2,2,5,4,sampling_noiseless,beliefs_first,A,1,1,0,100,0,0,100,0,4,1,2,1,48,Female,No,prereg
958,8edbd83d635947ace7cc6879,4,2,5,3,description_noiseless,beliefs_first,B,.98,.98,49.1,1.9,49,49.1,1.9,49,1,1,1,0,39,Female,No,prereg
958,8edbd83d635947ace7cc6879,4,2,5,3,description_noiseless,beliefs_first,B,.98,.98,45.5,9,45.5,45.5,9,45.5,1,1,2,1,39,Female,No,prereg
864,8f004113186af7b344e4fd3c,3,2,4,1,description_noiseless,beliefs_first,A,1,1,49,1,50,50,1,49,7,0,1,0,52,Female,DATA_EXPIRED,prereg
864,8f004113186af7b344e4fd3c,3,2,4,1,description_noiseless,beliefs_first,A,1,1,40,10,50,50,10,40,7,0,2,1,52,Female,DATA_EXPIRED,prereg
1153,8f271b82b5a3925fe8e5096c,2,2,3,3,sampling_noiseless,choice_first,A,1,1,80,1,19,79,1,20,5,1,1,0,35,Male,No,prereg
1153,8f271b82b5a3925fe8e5096c,2,2,3,3,sampling_noiseless,choice_first,B,.8,.9,90,1,9,90,1,9,6,1,2,1,35,Male,No,prereg
1068,8f51b6f70e0189ec23fc16a9,4,3,2,2,sampling_noiseless,beliefs_first,B,.9399999999999999,.9,60,2,38,62,2,36,7,1,1,0,43,Male,No,prereg
1068,8f51b6f70e0189ec23fc16a9,4,3,2,2,sampling_noiseless,beliefs_first,A,.95,.85,45,5,50,40,5,55,5,1,2,1,43,Male,No,prereg
726,8f538002c9f9eca16c71cbec,4,1,4,4,description_noiseless,beliefs_first,A,1,1.7,20,30,50,10,30,60,5,1,2,1,27,Female,No,prereg
726,8f538002c9f9eca16c71cbec,4,1,4,4,description_noiseless,beliefs_first,A,1.5,1.7,20,20,60,15,15,70,4,1,1,0,27,Female,No,prereg
839,8f5aa3ce1cb60029fb0ee09d,4,3,4,4,description_noiseless,beliefs_first,A,.2,.2,45,10,45,45,10,45,7,1,2,1,28,Female,No,prereg
839,8f5aa3ce1cb60029fb0ee09d,4,3,4,4,description_noiseless,beliefs_first,A,.04,.04,48,2,50,50,2,48,6,1,1,0,28,Female,No,prereg
962,8f94c415e2bbac00e075bbe3,4,2,3,3,sampling_noiseless,beliefs_first,B,1,1,48,4,48,48,1,51,5,1,2,1,31,Male,No,prereg
962,8f94c415e2bbac00e075bbe3,4,2,3,3,sampling_noiseless,beliefs_first,A,1,.9,60,1,39,50,1,49,7,1,1,0,31,Male,No,prereg
1331,8fbab3b604bfeef20cc5c5d5,4,3,4,3,description_noiseless,beliefs_first,B,1,1,49,2,49,49,2,49,6,1,1,0,51,Male,No,prereg
1331,8fbab3b604bfeef20cc5c5d5,4,3,4,3,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,6,1,2,1,51,Male,No,prereg
447,8fdc28161d464902bc87ccc3,4,5,5,4,description_noiseless,choice_first,A,1,1,46,8,46,36,8,56,6,1,2,1,26,Male,Yes,prereg
447,8fdc28161d464902bc87ccc3,4,5,5,4,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,6,1,1,0,26,Male,Yes,prereg
1280,8fee8f51db49dd53ae139383,3,2,2,2,sampling_noiseless,beliefs_first,A,1,1.2,40,6,54,35,2,63,6,1,1,1,32,Male,No,prereg
754,907e8d1d0b67c3f2c071919a,2,4,5,2,sampling_noiseless,beliefs_first,A,.8,.5,80,5,15,10,5,85,6,1,1,1,35,Male,Yes,prereg
754,907e8d1d0b67c3f2c071919a,2,4,5,2,sampling_noiseless,beliefs_first,A,.9,1,55,1,44,45,1,54,4,1,2,0,35,Male,Yes,prereg
484,909435c92d41016c75e4fd72,2,4,3,3,description_noiseless,choice_first,B,1.01,.99,49,2,49,50,2,48,2,0,1,0,21,Male,Yes,prereg
484,909435c92d41016c75e4fd72,2,4,3,3,description_noiseless,choice_first,A,1,1,45,10,45,50,10,40,2,1,2,1,21,Male,Yes,prereg
1226,90e913f1e97030682235a6db,5,3,4,4,description_noiseless,beliefs_first,B,1,1,50,25,25,50,25,25,6,0,2,1,28,Male,No,prereg
1226,90e913f1e97030682235a6db,5,3,4,4,description_noiseless,beliefs_first,A,1,1.25,50,25,25,25,25,50,5,0,1,0,28,Male,No,prereg
357,9113c7d3a2d0642a0630e182,4,4,4,2,description_noiseless,choice_first,B,1,1,50,1,49,50,1,49,5,1,1,0,34,Female,No,prereg
357,9113c7d3a2d0642a0630e182,4,4,4,2,description_noiseless,choice_first,B,1,1,50,1,49,50,1,49,5,1,2,1,34,Female,No,prereg
610,91450a56a8098ebbcc278ec1,4,3,5,5,description_noiseless,beliefs_first,A,1,1,10,10,80,33,33,34,5,0,1,0,31,Male,No,prereg
610,91450a56a8098ebbcc278ec1,4,3,5,5,description_noiseless,beliefs_first,A,2,.5,5,10,85,90,5,5,6,0,2,1,31,Male,No,prereg
1809,921bfb2ae337258de89a669e,3,3,4,4,description_noiseless,beliefs_first,B,1,.95,48,2,50,50,2,48,4,1,2,0,29,Female,No,prereg
1809,921bfb2ae337258de89a669e,3,3,4,4,description_noiseless,beliefs_first,B,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,1,1,1,29,Female,No,prereg
714,923d1944b2d9868e106a741a,5,3,4,2,description_noiseless,choice_first,B,1,1,45,10,45,45,10,45,6,1,2,1,45,Female,No,prereg
714,923d1944b2d9868e106a741a,5,3,4,2,description_noiseless,choice_first,B,.98,1,49,2,49,50,2,48,6,1,1,0,45,Female,No,prereg
380,931ce3a0d3ee25cf767ff69e,5,4,4,4,description_noiseless,beliefs_first,A,.4,.4,50,5,45,50,5,45,1,0,2,0,26,Male,No,prereg
380,931ce3a0d3ee25cf767ff69e,5,4,4,4,description_noiseless,beliefs_first,A,.22,.22,40,10,50,30,10,60,1,0,1,1,26,Male,No,prereg
540,9325a23ed80bc607d423da78,4,4,4,3,sampling_noiseless,choice_first,B,.8,1.2,60,10,30,20,20,60,5,1,1,1,26,Male,No,prereg
540,9325a23ed80bc607d423da78,4,4,4,3,sampling_noiseless,choice_first,B,.9,1.1,40,25,35,20,15,65,5,1,2,0,26,Male,No,prereg
2835,9337482aefd4de73e5aea17a,2,1,4,5,description_noiseless,beliefs_first,B,1,.75,40,4,56,57,3,40,6,0,2,0,64,Female,No,prereg
2835,9337482aefd4de73e5aea17a,2,1,4,5,description_noiseless,beliefs_first,A,1,.75,44,1,55,36,1,63,6,0,1,1,64,Female,No,prereg
558,946a289743181511f80c3158,3,2,4,4,sampling_noiseless,choice_first,B,.6,1.4,40,20,40,30,15,55,7,1,1,1,26,Female,No,prereg
558,946a289743181511f80c3158,3,2,4,4,sampling_noiseless,choice_first,A,1.4,1.6,45,0,55,45,0,55,7,1,2,0,26,Female,No,prereg
854,94bf18be94127f92237a67e1,3,2,4,2,sampling_noiseless,choice_first,B,1,2,60,30,10,30,30,40,6,1,2,0,39,Male,No,prereg
854,94bf18be94127f92237a67e1,3,2,4,2,sampling_noiseless,choice_first,B,1,2,50,30,20,20,40,40,5,1,1,1,39,Male,No,prereg
648,9548cdbd4cfdd0e6bcad3925,2,3,4,2,description_noiseless,choice_first,B,1,1,25,50,25,25,50,25,5,1,1,0,33,Female,No,prereg
648,9548cdbd4cfdd0e6bcad3925,2,3,4,2,description_noiseless,choice_first,A,1.1,1,40,5,55,49,2,49,7,0,2,1,33,Female,No,prereg
545,957126aa71497451ff8460fb,4,3,5,5,sampling_noiseless,choice_first,B,1.96,2,30,20,50,30,20,50,6,1,1,0,38,Female,No,prereg
545,957126aa71497451ff8460fb,4,3,5,5,sampling_noiseless,choice_first,B,1,1.2,40,10,50,35,10,55,5,1,2,1,38,Female,No,prereg
678,9585434abdc4b6ecd79cf857,3,2,4,4,sampling_noiseless,beliefs_first,B,1,1.04,40,5,55,35,5,60,7,1,2,0,53,Male,No,prereg
678,9585434abdc4b6ecd79cf857,3,2,4,4,sampling_noiseless,beliefs_first,B,.68,1,20,10,70,30,10,60,6,1,1,1,53,Male,No,prereg
478,95ecf9f8d0eea9a93c4cbb01,4,3,4,4,sampling_noiseless,choice_first,B,1,1.04,48,4,48,44,4,52,6,1,2,0,22,Male,Yes,prereg
478,95ecf9f8d0eea9a93c4cbb01,4,3,4,4,sampling_noiseless,choice_first,A,1.2,1.6,30,5,65,15,5,80,6,1,1,1,22,Male,Yes,prereg
749,95ef2e3876bcf11db782823d,4,3,5,4,sampling_noiseless,choice_first,B,.88,.91,63,2,35,60,2,38,6,1,1,0,53,Male,No,prereg
749,95ef2e3876bcf11db782823d,4,3,5,4,sampling_noiseless,choice_first,B,1,1.2,30,10,60,25,0,75,5,1,2,1,53,Male,No,prereg
762,96cf8948f948779849f96408,3,2,4,3,description_noiseless,choice_first,B,1,.8,20,50,30,60,25,15,7,0,2,0,23,Female,No,prereg
762,96cf8948f948779849f96408,3,2,4,3,description_noiseless,choice_first,A,1,.9,20,50,30,60,20,20,7,0,1,1,23,Female,No,prereg
479,96d831c71914ad80f3922b6b,3,3,5,4,description_noiseless,choice_first,A,1,1.2,45,10,45,45,10,45,2,1,1,1,37,Female,No,prereg
479,96d831c71914ad80f3922b6b,3,3,5,4,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,2,1,2,0,37,Female,No,prereg
736,970dd19ed9fcaad8a1df15ee,2,2,3,4,description_noiseless,choice_first,B,1,1,50,10,40,50,10,40,7,1,1,1,40,Female,No,prereg
736,970dd19ed9fcaad8a1df15ee,2,2,3,4,description_noiseless,choice_first,A,1,1,50,10,40,50,10,40,4,0,2,0,40,Female,No,prereg
1569,9761f118ce9766a03dc26834,2,3,4,2,description_noiseless,beliefs_first,B,1,1,49.02,1.96,49.02,49.02,1.96,49.02,7,1,2,0,56,Male,No,prereg
1569,9761f118ce9766a03dc26834,2,3,4,2,description_noiseless,beliefs_first,B,1.01,1.01,45.5,9,45.5,45.5,9,45.5,7,1,1,1,56,Male,No,prereg
2464,976537b2426cbc92993dd7c1,4,3,4,4,sampling_noiseless,choice_first,B,.8,1.2,50,0,50,0,40,60,5,1,2,0,26,Male,Yes,prereg
2464,976537b2426cbc92993dd7c1,4,3,4,4,sampling_noiseless,choice_first,B,.6,1,60,25,15,20,60,20,5,1,1,1,26,Male,Yes,prereg
904,97a9b346a7c070df00912987,4,4,4,4,sampling_noiseless,choice_first,A,1.15,1.1,80,5,15,70,5,25,6,1,2,0,39,Male,No,prereg
904,97a9b346a7c070df00912987,4,4,4,4,sampling_noiseless,choice_first,A,.45,.65,90,10,0,100,0,0,6,1,1,1,39,Male,No,prereg
1054,98f3b7b42aab77d6cd4adb6a,3,2,4,5,sampling_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,6,0,1,0,32,Male,No,prereg
1054,98f3b7b42aab77d6cd4adb6a,3,2,4,5,sampling_noiseless,beliefs_first,A,.8,.8,56,4,40,56,4,40,4,0,2,1,32,Male,No,prereg
1340,991016339a7fe4c151edb0b3,2,1,3,3,sampling_noiseless,choice_first,B,1,1,10,20,70,35,20,45,4,0,2,0,36,Female,No,prereg
1340,991016339a7fe4c151edb0b3,2,1,3,3,sampling_noiseless,choice_first,B,1,2,50,10,40,40,30,30,4,1,1,1,36,Female,No,prereg
626,996e0f9dcc7fdb24a787cbaa,4,5,4,5,sampling_noiseless,choice_first,A,.65,.8,85,1,14,80,2,18,7,1,1,0,33,Male,DATA_EXPIRED,prereg
626,996e0f9dcc7fdb24a787cbaa,4,5,4,5,sampling_noiseless,choice_first,B,.9,1,25,5,70,25,10,65,6,1,2,1,33,Male,DATA_EXPIRED,prereg
452,99d10089294401b3df354db3,4,3,4,4,sampling_noiseless,beliefs_first,B,1,1.03,45,5,50,40,5,55,5,1,1,0,31,Male,No,prereg
452,99d10089294401b3df354db3,4,3,4,4,sampling_noiseless,beliefs_first,A,1,1.1,30,10,60,20,10,70,5,1,2,1,31,Male,No,prereg
740,9a38f3c8db231a28c095cad6,4,3,4,2,sampling_noiseless,beliefs_first,B,.75,1.25,98,0,2,30,5,65,7,1,1,0,55,Female,No,prereg
740,9a38f3c8db231a28c095cad6,4,3,4,2,sampling_noiseless,beliefs_first,B,.7,1.2,30,10,60,25,10,65,7,1,2,1,55,Female,No,prereg
609,9a91978ae6a4bbe06de8bb3b,2,3,4,3,sampling_noiseless,choice_first,B,.7,.9,70,10,20,20,10,70,6,1,1,1,19,Male,DATA_EXPIRED,prereg
