id,choiceB,beliefA,beliefB,cond_presentation,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,short,round,whichFirst,choiceStr,age,sex,student,df
873e11039f40c6e9102e7732,0,1,2,description_noiseless,choice_first,3,4,4,3,886,45,10,45,35,10,55,0,1,A,5,DATA_EXPIRED,Female,No,prereg
4cef3136366f40f4d874a1ce,0,1,1,description_noiseless,beliefs_first,3,1,2,4,776,25,50,25,25,50,25,0,1,A,7,42,Female,No,prereg
8e4db376344136cce3e1923f,1,1,2,sampling_noiseless,beliefs_first,2,2,5,4,1222,10,20,70,10,10,80,0,1,A,5,48,Female,No,prereg
5c988f64541bdf7ffa8129a0,1,1.06,0.94,sampling_noiseless,choice_first,3,2,4,2,830,60,10,30,30,10,60,0,1,B,6,24,Female,DATA_EXPIRED,prereg
4fd7f81dd9ce6d7271157ad3,1,1.16,1.2,sampling_noiseless,beliefs_first,4,2,4,4,2085,33,33,34,33,33,34,0,1,B,7,36,Female,No,prereg
8f5aa3ce1cb60029fb0ee09d,1,0.04,0.04,description_noiseless,beliefs_first,4,3,4,4,839,48,2,50,50,2,48,0,1,A,6,28,Female,No,prereg
cec8fcd358e925d9a6a114d0,1,0.2,1,sampling_noiseless,beliefs_first,3,3,4,3,532,85,5,10,25,10,65,1,1,A,6,27,Female,No,prereg
33630043afa7c6470c63b1a4,0,2,1,description_noiseless,beliefs_first,2,3,5,4,676,45,10,45,40,20,40,0,1,A,6,28,Female,No,prereg
ff59ceb0c93cd45568c385f6,1,1.3,1.5,description_noiseless,choice_first,4,3,4,4,2104,20,40,40,25,15,60,0,1,A,5,23,Female,DATA_EXPIRED,prereg
be5fc1b5a5eba4cffdbcea18,0,1,1,description_noiseless,choice_first,2,2,4,3,1992,49,2,49,49,2,49,0,1,A,5,34,Female,DATA_EXPIRED,prereg
e4d7b67f8d64fac1c309b007,1,1,1.2,sampling_noiseless,choice_first,3,3,5,5,744,25,50,25,10,40,50,1,1,A,4,27,Female,No,prereg
d3c7191d61a4723da4c37fe7,1,2,1,description_noiseless,choice_first,,,,,374,33,33,34,33,33,34,0,1,A,3,59,Female,DATA_EXPIRED,prereg
3c0bcef877f961712412be38,1,1,1,description_noiseless,choice_first,,,,,559,0,0,100,0,0,100,1,1,B,6,41,Female,No,prereg
9c2a276668310d20bbee356f,1,0.5,1.1,sampling_noiseless,beliefs_first,2,4,3,5,392,30,20,50,20,30,50,1,2,B,7,22,Female,No,prereg
a431e26d86f7eabc22587c7b,1,0.1,0.3,description_noiseless,choice_first,2,1,2,4,529,20,40,40,10,40,50,1,2,A,5,36,Male,No,prereg
02e718572c3227791c87f4d0,1,1.1,0.9,sampling_noiseless,choice_first,4,4,2,3,436,20,50,30,25,50,25,0,2,B,7,21,Male,Yes,prereg
53fd30b921af44b44278d9df,1,1,1,sampling_noiseless,beliefs_first,2,1,5,5,548,40,30,30,30,20,50,0,2,A,6,49,Female,DATA_EXPIRED,prereg
417f5ea4a534c090c79dc96a,1,1.4,1.6,sampling_noiseless,choice_first,2,3,5,5,493,5,2,93,2,2,96,1,2,B,6,30,Male,No,prereg
47d6fbd17a055b0f6dcd279b,0,1,1,description_noiseless,choice_first,5,3,5,5,508,0,70,30,0,70,30,1,2,A,7,36,Male,No,prereg
7aa79a4cc1f8e28429922216,0,1,1.125,description_noiseless,beliefs_first,2,2,4,4,530,45,45,10,45,10,45,1,2,A,5,21,Female,Yes,prereg
2f4f77cf3516dd65fe654bbf,1,1,0.9,sampling_noiseless,choice_first,3,3,5,5,526,60,10,30,30,10,60,0,2,A,6,24,Male,Yes,prereg
aa557b3c9888532c2f643d56,0,0.8,1.2,sampling_noiseless,beliefs_first,4,3,4,5,704,65,0,35,60,0,40,1,2,B,7,23,Female,Yes,prereg
bf46d0ff0554a93d77355184,1,1,1.2,sampling_noiseless,choice_first,5,4,5,5,664,30,10,60,20,10,70,1,2,A,6,37,Male,DATA_EXPIRED,prereg
7d86f34d5ad77bd1d988d9be,1,1.45,1.55,sampling_noiseless,beliefs_first,2,2,4,4,573,40,5,55,40,5,55,0,2,A,7,44,Female,DATA_EXPIRED,prereg
beaa55b48e0e927d39c6c413,1,1.2,1,description_noiseless,choice_first,4,3,4,3,670,50,2,48,20,1,79,0,2,A,4,25,Male,No,prereg
dd467f569e1f80ae3adb312a,0,1,1,sampling_noiseless,choice_first,2,5,5,5,752,45,10,45,40,10,50,1,2,A,7,22,Male,No,prereg
2b1aa04b7a7c74919f260088,0,1,1,description_noiseless,choice_first,4,4,2,2,270,45,10,45,45,10,45,0,2,A,7,30,Male,Yes,prereg
68d15344adea8e48c2040682,1,0.6,0.8,sampling_noiseless,choice_first,4,3,4,5,367,50,5,45,40,10,50,0,2,B,7,24,Male,No,prereg
30f1711ac13ac4e5743b0577,1,1,0.9,sampling_noiseless,beliefs_first,4,3,5,5,405,45,5,50,40,5,55,0,2,A,7,31,Male,No,prereg
2cd780300f69c352ad637c33,0,1.15,0.8,description_noiseless,beliefs_first,4,2,5,5,452,45,5,50,35,5,60,1,2,B,7,29,Male,No,prereg
47b02182b9ab40f7952614bc,0,2,2,description_noiseless,choice_first,4,3,3,4,399,0,0,100,0,0,100,1,2,B,5,21,Male,No,prereg
406ad4c71e98205c91a89bf0,1,1,1,description_noiseless,beliefs_first,2,3,5,5,885,45,10,45,45,10,45,1,2,B,5,21,Female,Yes,prereg
d628e8f6be3f6c498742383f,0,1,1,description_noiseless,choice_first,4,4,5,3,638,49,2,49,49,2,49,0,2,A,1,27,Male,No,prereg
4eda5a15e5ecd009b191b0dc,0,0.5,0.5,description_noiseless,beliefs_first,2,2,5,4,386,45,10,45,45,10,45,1,2,B,3,38,Male,No,prereg
7891214883027c095df0653d,1,0.2,1,sampling_noiseless,choice_first,2,3,4,4,960,70,0,30,20,0,80,1,2,A,5,38,Female,No,prereg
6b31aa868d49588b44126937,1,1,1.04,description_noiseless,choice_first,4,3,4,5,648,49,2,49,49,2,49,0,2,A,7,30,Male,No,prereg
9cb6554bd9e85d2db103de9b,0,1.25,1,description_noiseless,beliefs_first,3,1,5,3,529,50,20,30,60,20,20,1,2,A,7,51,Female,No,prereg
1e4a520e5ec587d4c684a224,1,0.8,1.1,sampling_noiseless,beliefs_first,3,5,5,5,473,50,0,50,50,0,50,1,2,A,7,33,Male,No,prereg
86d790e3ce957b96c492cfb1,1,0.75,0.8,description_noiseless,choice_first,3,3,3,2,1004,75,15,10,80,5,15,1,2,A,7,65,Female,No,prereg
00dac5efe6969a4957ac24b0,1,0.25,0.2,description_noiseless,choice_first,2,2,4,5,632,45,10,45,44,12,44,1,2,B,7,27,Male,Yes,prereg
a9594a68454489c6cc5d4101,0,1,1.2,sampling_noiseless,beliefs_first,5,3,3,3,804,20,5,75,20,5,75,1,2,B,7,24,Male,Yes,prereg
7f772b65bca4f217d1d75a2b,0,1,1,description_noiseless,beliefs_first,4,3,4,5,1013,0,100,0,0,100,0,0,2,A,4,74,Male,No,prereg
52a73d79869ceae8c93140e3,0,1,1,description_noiseless,beliefs_first,4,3,4,4,242,45,23,32,45,13,42,1,2,B,5,34,Male,DATA_EXPIRED,prereg
40bfd136fddafca5c8afe754,1,1,2,sampling_noiseless,choice_first,3,2,4,4,581,45,5,50,45,5,50,1,2,B,4,26,Female,No,prereg
ac2ca5a8ee98771e05fcce09,0,0.88,0.68,description_noiseless,choice_first,2,3,3,2,654,34,1.2,64.8,52,1,47,1,2,A,5,28,Male,No,prereg
c7bf58e3cc70fbbe590fb0d7,1,0.9,1,sampling_noiseless,choice_first,4,4,3,3,512,40,10,50,40,10,50,1,2,A,5,38,Male,No,prereg
d7d16f6ce1fe6bacf15895a6,1,0.5,1,sampling_noiseless,choice_first,4,4,5,5,735,60,10,30,50,10,40,0,2,A,7,32,Male,No,prereg
f4d67cad5f3dd188a0f120b7,1,1.1,1.1,sampling_noiseless,beliefs_first,2,1,5,5,843,25,25,50,25,25,50,1,2,A,4,30,Female,No,prereg
be1b358373180d4b4675b755,1,1.1,1.2,sampling_noiseless,choice_first,2,2,1,4,593,60,10,30,50,10,40,0,2,B,7,34,Male,DATA_EXPIRED,prereg
8121351ab14ec9995451997a,1,0.8,1,sampling_noiseless,beliefs_first,2,3,2,2,704,30,10,60,20,15,65,1,2,B,5,43,Male,No,prereg
4b6e548f909dd13af8124e9d,0,1,1,sampling_noiseless,choice_first,2,2,3,2,1173,25,50,25,25,50,25,0,2,A,6,31,Male,No,prereg
de0ca9b36ada262b42d0a9f5,0,2,0.5,description_noiseless,choice_first,4,3,4,4,567,25,35,40,45,45,10,0,2,A,5,60,Female,No,prereg
5a734650bb5ad682378e3d2c,0,1,1.1,description_noiseless,choice_first,2,3,4,4,723,45,10,45,45,10,45,0,2,A,5,32,Female,No,prereg
360eaf80632988f4fe655ba8,1,0.7,0.9,sampling_noiseless,beliefs_first,4,1,5,5,530,30,20,50,25,25,50,0,2,B,6,28,Female,No,prereg
5c5ba186a41579ad56bd8c86,1,0.8,0.72,sampling_noiseless,beliefs_first,4,2,2,2,711,85,0,15,70,0,30,1,2,B,4,28,Male,No,prereg
204a4a8432e4bd1fa47767ea,0,1,1,description_noiseless,choice_first,3,2,5,5,692,45,10,45,45,10,45,1,2,A,1,38,Male,No,prereg
bcdae254127eb2d4da6830cb,1,1,1,description_noiseless,beliefs_first,3,3,5,4,774,49.5,1,49.5,49.5,1,49.5,0,2,B,4,51,Female,No,prereg
c6e8a124869ba778e62ede97,0,1,1,description_noiseless,choice_first,3,2,2,2,470,49,2,49,49,2,49,1,2,A,1,30,Female,No,prereg
575a6a86284e9be75adfa60b,1,1.5,2,description_noiseless,choice_first,2,2,4,4,542,9,1,90,4,1,95,0,2,A,7,24,Male,No,prereg
4da429c79ac821b051c85366,1,1.02,1.04,sampling_noiseless,choice_first,3,4,5,4,1056,47,5,48,48,5,47,0,2,A,6,25,Male,Yes,prereg
7563bc7a37313cf1f6d9f332,0,2,0,description_noiseless,choice_first,4,2,4,5,593,60,30,10,40,50,10,0,2,B,6,30,Female,No,prereg
54cd68e20155f588ee9c38e7,1,1,1,sampling_noiseless,beliefs_first,3,3,4,5,944,30,5,65,25,5,70,1,2,B,5,39,Female,Yes,prereg
e0d5a469b16f600a5d7476b1,1,1,1,description_noiseless,beliefs_first,3,3,4,4,1220,49,2,49,49,2,49,0,2,A,5,50,Male,DATA_EXPIRED,prereg
d3d2f8a55f8ef6eeed91aabf,1,0.6,0.75,sampling_noiseless,choice_first,4,4,3,4,989,40,35,25,35,35,30,1,2,A,6,28,Male,Yes,prereg
19e3014d6d70e1cd9d9e3364,0,1,1,sampling_noiseless,choice_first,2,2,4,4,633,10,5,85,10,5,85,1,2,A,3,44,Male,No,prereg
07049c7a9d831703e9c6dcb6,1,0.96,1,sampling_noiseless,choice_first,3,5,4,3,866,50,2,48,48,2,50,0,2,A,7,54,Male,No,prereg
40117b5fc9e97c2ed700132e,1,0.9,1.1,sampling_noiseless,choice_first,2,2,2,3,860,10,0,90,0,0,100,0,2,A,6,60,Male,No,prereg
3084e969fc497e53f93d1cd6,1,0.6,0.8,sampling_noiseless,beliefs_first,2,4,4,4,873,40,2,58,30,2,68,1,2,B,4,39,Female,Yes,prereg
f5e0f187549ffd653d0e9408,1,1,1,description_noiseless,beliefs_first,2,3,3,3,887,49,2,49,49,2,49,0,2,A,1,28,Male,No,prereg
327dbf14fc3f276de8ce5503,1,0.95,0.75,sampling_noiseless,beliefs_first,2,3,3,4,655,75,5,20,80,0,20,0,2,B,5,37,Female,No,prereg
46a83e0d4154c95f0b829398,1,1.4,1.2,sampling_noiseless,beliefs_first,4,3,4,4,781,60,10,30,50,20,30,1,2,A,6,DATA_EXPIRED,Male,No,prereg
7b3570f7f10f898f13dc7b57,0,1.2,0.8,description_noiseless,choice_first,2,3,3,2,1080,35,5,60,60,5,35,1,2,A,1,69,Female,No,prereg
65fd32f6166e5bcab55bcbc5,0,0.78,0.77,sampling_noiseless,choice_first,4,4,4,4,732,85,0.5,14.5,84.5,0.49,15.01,0,2,A,5,37,Male,No,prereg
ba4b983885850e0ceb2d4a44,0,1,1,description_noiseless,beliefs_first,2,2,4,2,1341,45,10,45,45,10,45,1,2,B,7,61,Female,No,prereg
19804964d6463747354fd078,1,0.8,1,sampling_noiseless,choice_first,4,4,4,4,534,50,2,48,48,2,50,0,2,B,7,34,Male,No,prereg
54dfb750584dec786d1e176e,0,1,0.8,description_noiseless,choice_first,4,3,4,4,686,60,10,30,70,10,20,1,2,B,1,40,Female,DATA_EXPIRED,prereg
e58590ee85b5fb8ebfd1ab37,0,2,0,description_noiseless,beliefs_first,4,2,5,4,1327,10,1,89,90,1,9,1,2,B,6,40,Male,No,prereg
d6ef9ed40ae0488b69df94df,0,1,2,description_noiseless,choice_first,3,1,2,5,580,20,40,40,25,25,50,1,2,B,4,43,Female,No,prereg
dd496c54e8d12ec3bd97298b,0,1.2,1,description_noiseless,beliefs_first,3,2,4,4,685,0,0,100,100,0,0,0,2,A,7,52,Male,No,prereg
e7f3a3d346b6dcdf7c5773f6,1,0.17,0.2,description_noiseless,beliefs_first,3,3,5,4,1222,52,1,47,50,1,49,1,2,B,7,51,Male,Yes,prereg
b40b6572251b2aed827797e3,0,1.6,1.2,description_noiseless,beliefs_first,2,3,4,4,755,25,25,50,30,30,40,0,2,A,6,38,Male,No,prereg
de5ff063a1d9e7e42a551692,0,1.1,1.1,sampling_noiseless,choice_first,5,3,5,5,802,49.5,1,49.5,49.5,1,49.5,1,2,B,5,35,Male,No,prereg
31cca81e61f770d3e10f0351,1,1,1.25,description_noiseless,choice_first,5,2,5,5,1600,45,9,46,46,9,45,1,2,A,7,23,Male,Yes,prereg
c56279e291002ca09a4b4e30,1,1.02,1,description_noiseless,choice_first,3,4,3,4,491,49,2,49,49,2,49,0,2,B,6,38,Female,DATA_EXPIRED,prereg
c1c4793b9baf3bff50c457a2,1,1.25,1.2,description_noiseless,choice_first,3,2,4,3,634,20,30,50,30,50,20,0,2,B,6,33,Male,Yes,prereg
b1baac21b6e4b76d8b6c3f07,1,0.65,0.45,sampling_noiseless,choice_first,3,2,4,4,892,59.5,1,39.5,39.5,1,59.5,1,2,B,5,23,Male,Yes,prereg
7c98478337747c04a485e225,0,1,1.5,description_noiseless,beliefs_first,4,2,5,4,923,40,10,50,50,10,40,0,2,A,6,20,Male,Yes,prereg
8606a7e4601cd0c67521f8ff,1,1.25,0.75,description_noiseless,beliefs_first,4,2,5,5,544,25,10,65,65,10,25,1,2,A,4,56,Female,DATA_EXPIRED,prereg
2640cc974705e31d77594f73,1,0.5,1,sampling_noiseless,beliefs_first,2,2,3,3,699,20,40,40,20,40,40,0,2,B,7,33,Female,No,prereg
21c91e3530e9f2a863a00e58,1,0.8,1.4,sampling_noiseless,beliefs_first,4,2,3,2,553,50,10,40,40,10,50,1,2,B,7,33,Male,No,prereg
2f37862f9f58aaf5d3bfca3f,1,1.2,1.2,sampling_noiseless,choice_first,3,4,5,4,679,40,10,50,30,10,60,1,2,A,5,25,Male,Yes,prereg
01d32575b845719f936f929b,0,1,1,description_noiseless,beliefs_first,3,4,5,4,1504,33,34,33,33,34,33,1,2,A,7,59,Male,No,prereg
d38c8a80e7f949a2de85f7d4,1,2,0,description_noiseless,choice_first,1,1,5,5,567,50,25,25,25,25,50,0,2,A,4,41,Female,No,prereg
5a6af92785df6cf8fdbdd59b,0,1.02,0.85,description_noiseless,beliefs_first,2,2,5,5,1676,49,2,49,51,2,47,0,2,A,7,42,Male,No,prereg
af7a4f35c3e8ef2d5f947aec,1,1,1.2,sampling_noiseless,beliefs_first,3,1,5,2,1418,50,0,50,30,0,70,1,2,A,7,41,Female,No,prereg
4bcbda08c2622ab4b63f5640,1,0.8,0.84,sampling_noiseless,beliefs_first,3,2,3,4,388,60,5,35,60,5,35,0,2,B,5,31,Male,No,prereg
83d1204c8019a3d877c34898,1,1.1,1.3,sampling_noiseless,beliefs_first,3,2,4,3,1045,50,10,40,50,5,45,1,2,A,6,32,Female,Yes,prereg
a793c1bf9eff725f199a215a,1,1.4,1.6,sampling_noiseless,beliefs_first,3,3,5,5,684,45,0,55,45,0,55,0,2,A,7,30,Male,No,prereg
272fd7dd609c3f2a594e6989,0,0.5,1,description_noiseless,beliefs_first,3,3,3,4,810,30,10,60,40,10,50,0,2,A,6,30,Male,DATA_EXPIRED,prereg
ee4d2cd97e64c0db057a1403,1,1,1,description_noiseless,choice_first,2,3,5,5,998,45,10,45,45,10,45,0,2,A,4,30,Female,No,prereg
91450a56a8098ebbcc278ec1,0,2,0.5,description_noiseless,beliefs_first,4,3,5,5,610,5,10,85,90,5,5,1,2,A,6,31,Male,No,prereg
35d4ac9a5b269d9413dfebdf,1,1.2,1.4,sampling_noiseless,choice_first,4,2,4,4,831,10,10,80,10,10,80,1,2,B,6,45,Male,No,prereg
1a7a3d59b080c4a4d1e3dec5,1,0.9,1,sampling_noiseless,choice_first,3,3,5,5,706,70,0,30,80,0,20,0,2,A,7,28,Female,No,prereg
d66ccc4cb67629b6fe73714e,1,0.6,1.4,sampling_noiseless,choice_first,3,2,4,4,681,50,10,40,35,10,55,0,2,B,5,29,Female,No,prereg
5799e245e04fa72f5778f205,1,0.7,1.4,sampling_noiseless,choice_first,5,4,5,4,776,55,0,45,10,3,87,0,2,A,7,22,Male,Yes,prereg
634b2c3e7b5915d4e76fb5f2,1,0.9,0.8,sampling_noiseless,beliefs_first,3,2,4,3,1188,50,5,45,45,10,45,0,2,B,5,43,Male,No,prereg
46d17f825b121939c9103faf,0,2,1,sampling_noiseless,beliefs_first,3,4,3,4,1916,30,35,35,35,30,35,0,2,A,5,53,Male,No,prereg
efa0915c4eebc80ea47fa924,0,1,1,description_noiseless,choice_first,3,2,3,3,539,45,10,45,55,10,35,0,2,B,4,45,Male,DATA_EXPIRED,prereg
e6cd92629396e191576b4efa,1,0.8,1,sampling_noiseless,beliefs_first,3,1,5,4,651,37,20,43,37,10,53,1,2,B,7,23,Male,No,prereg
42347e1eebe5fe6fddfb1498,0,1.5,1,sampling_noiseless,choice_first,3,1,4,3,540,5,50,45,50,20,30,0,2,A,6,38,Male,No,prereg
5af6c948a51d9f9b6ff31eef,1,1,1,sampling_noiseless,beliefs_first,3,2,5,5,695,98,0,2,100,0,0,0,2,A,1,23,Female,No,prereg
3f4b415d92eaac6f70fcd4b6,0,1,0.95,sampling_noiseless,choice_first,4,2,4,4,553,40,5,55,50,0,50,1,2,A,3,33,Male,DATA_EXPIRED,prereg
79b06a6eb4be89e134b18e62,1,1,1,description_noiseless,choice_first,3,1,2,2,662,45,10,45,45,10,45,1,2,A,5,30,Female,No,prereg
cf8088eb5bad87bd64f9f80f,1,1,1,sampling_noiseless,beliefs_first,4,3,4,4,2012,50,25,25,35,55,10,0,2,A,5,33,Male,No,prereg
f88fcf2a8caafb01bdce7e23,0,1,0.8,description_noiseless,beliefs_first,3,1,1,2,1590,46,8,46,42,16,42,0,2,B,5,52,Female,No,prereg
3d52f30c5444e2d873b3a47d,1,0.75,1.25,sampling_noiseless,choice_first,4,2,4,4,637,60,5,35,65,5,30,0,2,B,7,41,Male,No,prereg
7aba6d972068305ee38db8bc,1,1,0.2,sampling_noiseless,choice_first,5,5,5,5,530,70,30,0,5,5,90,1,2,A,7,43,Male,No,prereg
a0a6606a5d475f4d0ddb1c3c,0,1.55,1.5,sampling_noiseless,beliefs_first,3,1,4,5,823,50,3,47,45,3,52,0,2,B,5,46,Female,No,prereg
308da1ed8fae7314cb0f0fe1,1,0.5,1.5,sampling_noiseless,choice_first,4,3,4,4,1566,80,10,10,10,10,80,0,2,B,7,50,Male,Yes,prereg
1b0bda4d2767fc7d83274905,1,0.75,0.9,sampling_noiseless,choice_first,4,3,5,5,841,45,2,53,45,0,55,0,2,B,7,36,Male,No,prereg
8600a82e8e4b00da994415fd,0,1.2,0.8,description_noiseless,beliefs_first,3,4,2,2,440,5,60,35,80,10,10,1,2,B,6,36,Female,No,prereg
e32f319c2a4a45673b0d71d1,0,2,0,description_noiseless,choice_first,5,4,4,4,370,0,0,100,100,0,0,1,2,A,6,24,Male,DATA_EXPIRED,prereg
43d855930d64e658e938e3da,1,1.8,2,sampling_noiseless,beliefs_first,3,4,3,3,739,0,0,100,0,0,100,1,2,A,7,42,Female,No,prereg
60a9a7cfc80308a85c236ceb,1,0.4,1,sampling_noiseless,beliefs_first,4,3,5,5,1369,60,10,30,40,10,50,0,2,B,7,33,Female,DATA_EXPIRED,prereg
79d46bfb9ddd9314f022a2d0,1,1,1,description_noiseless,choice_first,2,1,4,4,618,49.5,1,49.5,49.5,1,49.5,0,2,A,1,33,Female,No,prereg
9a91978ae6a4bbe06de8bb3b,1,0.8,0.6,sampling_noiseless,choice_first,2,3,4,3,609,80,5,15,25,5,70,0,2,B,7,19,Male,DATA_EXPIRED,prereg
49505e3df1b6e35981068068,1,1,1.2,sampling_noiseless,beliefs_first,4,4,5,5,440,40,20,40,42,13,45,1,2,B,5,23,Male,Yes,prereg
7f9ad6ae3860a564de6669c3,1,0.97,1,description_noiseless,beliefs_first,5,3,5,2,1294,97,3,0,0,3,97,0,2,A,7,41,Female,No,prereg
6de10b95e11e83fdd05b7040,0,1,0.98,description_noiseless,beliefs_first,4,4,4,5,1038,48,5,47,52,5,43,0,2,B,5,20,Male,No,prereg
cf63ce04519a2f6b0cde9761,1,1,1,description_noiseless,beliefs_first,3,4,4,3,785,45.5,9,45.5,45.5,9,45.5,1,2,A,7,27,Male,No,prereg
89a4c3deb9d3f8cc7a666f91,1,0.8,1.2,sampling_noiseless,beliefs_first,4,3,4,4,591,38,2,60,38,2,60,0,2,B,5,24,Male,No,prereg
036c563c9df9263b66945a47,0,1.75,1,sampling_noiseless,beliefs_first,4,3,4,4,2057,30,60,10,15,25,60,0,2,B,5,56,Male,No,prereg
d4a4779dc4c14f4fae8ef416,1,1,1,sampling_noiseless,beliefs_first,3,2,4,2,1170,50,9,41,41,9,50,1,2,A,6,33,Male,No,prereg
6bd6092f104fe35758b75774,0,1,1,description_noiseless,beliefs_first,4,1,4,3,743,45,10,45,45,10,45,1,2,B,4,32,Female,Yes,prereg
345a0a359db96960f43f91d1,1,1,1,description_noiseless,beliefs_first,3,2,2,2,1980,48,4,48,48,4,48,0,2,A,6,58,Male,No,prereg
676aad587dd0afc943cd14a9,0,1.1,1,sampling_noiseless,choice_first,4,3,4,4,1140,50,2,48,50,2,48,0,2,A,7,32,Male,No,prereg
298fd661592e4bde31e39a96,1,0.93,0.9,sampling_noiseless,beliefs_first,4,3,4,3,749,50,2,48,48,2,50,0,2,A,7,34,Male,No,prereg
d748c920d54faf8efd7b363c,0,1,0.8,sampling_noiseless,beliefs_first,4,2,5,4,916,80,1,19,80,1,19,1,2,B,5,53,Male,No,prereg
e62b58d0ecec9742406dd52f,1,1,1.2,description_noiseless,beliefs_first,5,1,5,5,2230,0,100,0,0,0,100,1,2,A,7,34,Male,No,prereg
6a9418d12336b47f1997f8d0,0,1,1,description_noiseless,choice_first,5,4,2,2,1204,45.45,9.1,45.45,45.45,9.1,45.45,1,2,A,4,27,Male,No,prereg
d9779c00eafe59f862516f67,0,1,1.24,description_noiseless,beliefs_first,3,1,4,4,759,55,5,40,48,4,48,1,2,A,6,52,Male,No,prereg
d72d4880b6b40b5c6eaba80e,1,1,1,description_noiseless,choice_first,4,3,4,4,616,48,4,48,48,4,48,0,2,A,4,32,Male,No,prereg
17402f438fee8e1938c940b8,1,1,1.04,sampling_noiseless,choice_first,3,2,5,3,765,45,5,50,40,10,50,0,2,B,7,23,Female,DATA_EXPIRED,prereg
82497caf10e29de4fbe94f7a,0,1.4,1,description_noiseless,beliefs_first,4,2,5,3,938,45,5,50,50,5,45,0,2,A,7,56,Male,No,prereg
ad8d55fba34d84426299a3c5,0,0.04,0.04,description_noiseless,choice_first,2,2,4,3,1062,45,10,45,45,10,45,0,2,B,1,33,Female,No,prereg
5ff66a0914f1849837b12c90,1,1.1,1,description_noiseless,beliefs_first,3,2,3,3,629,25,50,25,30,40,30,1,2,B,6,39,Male,No,prereg
b9e731dbea09dc00beb84c4f,1,1,1,sampling_noiseless,beliefs_first,2,1,4,4,618,40,10,50,10,20,70,0,2,B,5,37,Female,DATA_EXPIRED,prereg
5136a806f076a3fc6f435a55,1,1,1.2,sampling_noiseless,beliefs_first,4,3,4,4,1437,40,5,55,40,5,55,1,2,A,6,28,Female,No,prereg
aff0487e9f56c2c40f642ba4,1,1.2,1.24,sampling_noiseless,beliefs_first,3,4,4,5,656,50,0,50,50,0,50,0,2,B,7,36,Female,No,prereg
9cb787ce960d6bac36743962,1,0.8,1,sampling_noiseless,choice_first,2,2,4,4,672,45,5,50,45,5,50,0,2,B,6,33,Male,No,prereg
cac7e7be54af880da85983c3,0,1,0.82,description_noiseless,beliefs_first,4,3,5,5,839,45.5,9,45.5,54.5,9,36.5,1,2,A,7,26,Male,No,prereg
472e296b56b54f51f28fa451,1,0.4,0.5,sampling_noiseless,choice_first,4,4,4,2,748,60,20,20,50,25,25,1,2,A,4,28,Male,No,prereg
ccf8c9b2c6ea763314413af4,0,1.3,1.2,sampling_noiseless,beliefs_first,4,2,5,3,1212,40,5,55,35,5,60,1,2,B,4,27,Female,DATA_EXPIRED,prereg
6d1f88e25004ef3a6dfb0442,0,1,1,description_noiseless,beliefs_first,4,3,2,4,631,49,2,49,49,2,49,0,2,A,4,35,Female,No,prereg
f571dbf38af1d1f6c4b7c66f,1,1.8,1.7,description_noiseless,choice_first,2,2,4,4,1443,30,30,40,40,30,30,1,2,B,6,69,Male,No,prereg
54dcf6ed181883125a852f0f,0,1,1,description_noiseless,choice_first,2,1,5,5,1248,40,20,40,35,20,45,0,2,A,4,61,Female,No,prereg
7e3b2df950a48d982393ec69,1,0.25,0.25,description_noiseless,choice_first,5,2,4,5,1479,40,1,59,41,1,58,1,2,B,5,51,Male,No,prereg
abf414f8ad81ebca66d77f1e,0,2,0,description_noiseless,choice_first,5,1,3,4,1767,0,0,100,0,80,20,0,2,B,5,34,Female,No,prereg
ccfc6990db33ce52eecfb022,0,1,1,description_noiseless,choice_first,4,3,4,3,886,40,30,30,50,20,30,1,2,A,6,36,Male,No,prereg
319ff2ca0648b0c1a8f3dd2b,1,1.3,1.34,sampling_noiseless,choice_first,5,4,4,5,363,40,10,50,25,10,65,0,2,A,7,38,Male,No,prereg
af0fb9936d816c1b566db2b2,0,1,1,description_noiseless,beliefs_first,3,5,4,5,532,45,10,45,45,10,45,1,2,B,3,39,Female,Yes,prereg
11780692bb4e86a270539325,0,2,2,description_noiseless,choice_first,4,4,4,3,556,0,100,0,0,30,70,0,2,B,6,36,Male,Yes,prereg
dce0c2dbb7bfb031764dce2d,1,1,1,description_noiseless,beliefs_first,4,3,3,2,418,46,46,8,46,46,8,0,2,A,6,36,Male,DATA_EXPIRED,prereg
0933c765a55909386a4522ba,0,2,1,description_noiseless,beliefs_first,5,4,4,4,1530,50,25,25,30,35,35,1,2,A,7,21,Male,No,prereg
758d33fadf8aa4f4e2dcfb1e,1,0.75,1,description_noiseless,choice_first,4,4,5,5,606,33,20,47,45,10,45,0,2,B,7,27,Male,No,prereg
ef77d871fc9d8db3d269aeac,1,1,2,description_noiseless,choice_first,4,2,5,4,744,60,5,35,65,5,30,1,2,B,4,35,Male,DATA_EXPIRED,prereg
b6db1668d86c040150943cd5,1,0.5,0.8,sampling_noiseless,choice_first,3,2,4,4,650,80,0,20,70,0,30,1,2,A,5,37,Female,No,prereg
